LON,LAT,VALUE
113.0833,28.2325,40
113.0792,28.2053,40
112.8937,27.8728,40
112.8908,28.1308,40
110.3928,21.2228,40
110.3316,21.2679,40
109.0981,21.4661,40
107.4967,31.2108,40
106.296,29.5983,40
104.2725,30.5589,40
103.0001,29.9816,40
122.038,37.197,39
114.9149,27.807,39
114.3442,27.8036,39
113.8686,27.6442,39
113.0116,25.8226,39
113.0073,25.9061,39
111.9786,21.8586,39
111.6217,26.2081,39
109.9792,27.5342,39
108.439,22.7906,39
106.7619444,31.85805556,39
106.626,29.7228,39
106.5469,29.565,39
106.54,29.5186,39
106.4042,29.57278,39
82.9994,46.7432,39
124.4256,40.1503,38
121.544,36.907,38
120.157,30.2897,38
111.5269,24.4175,38
110.0394,27.583,38
108.3506,21.6414,38
91.7706,29.261,38
122.471,37.154,37
121.703,31.1907,37
121.2588889,38.80805556,37
120.07,30.8244,37
119.1478,34.5911,37
117.0256,25.0661,37
116.2239,28.0797,37
114.3953,27.7842,37
113.1817,27.9958,37
112.9956,28.1442,37
111.4908,27.2582,37
111.4733,27.2317,37
108.383,22.805,37
106.7658,31.8542,37
104.176,30.6872,37
91.1221,29.6747,37
120.87,32.02,36
120.063,30.2747,36
119.7594,49.2261,36
119.7512,49.1577,36
114.9831,27.8344,36
114.4011,27.8072,36
111.9561,27.7569,36
109.1794,27.7231,36
105.4436,28.9026,36
105.31,27.2944,36
102.2625,27.8978,36
100.0869,23.8822,36
98.8601,25.8567,36
122.41,37.161,35
114.9314,27.8036,35
110.33,20.0356,35
105.8242,32.4429,35
117.6211,26.2625,34
114.8792,40.7903,34
114.24,22.7267,34
113.8381,27.6428,34
111.6236,26.2331,34
108.316,22.8561,34
106.7513889,31.87888889,34
106.6554,26.4364,34
102.3419,27.8094,34
119.3581,34.6972,33
114.286,36.11,33
113.251,27.8336,33
113.135,27.8244,33
112.9118,27.8403,33
112.9074,27.9119,33
109.6414,28.2558,33
106.364,29.4822,33
105.2864,27.3125,33
100.98,22.7633,33
100.6188,36.2866,33
99.7056,27.8317,33
127.4961,50.2486,32
123.7153,42.2217,32
120.1631,33.3681,32
117.6353,26.2708,32
113.167,27.8667,32
106.4959,29.53675,32
104.2319,23.3892,32
128.9094,47.7317,31
110.2819,25.2697,31
106.6948,26.5155,31
106.6867,26.5495,31
106.5506,29.41569,31
104.6061,28.7867,31
102.2714,27.8408,31
124.1175,50.4278,30
112.9227,27.8159,30
111.5622,24.4072,30
109.9333,27.5733,30
108.301,22.7875,30
108.244,22.7833,30
108.239,22.8464,30
106.7105,26.6009,30
106.379,29.8272,30
105.8624,32.4285,30
105.4322,28.8833,30
102.2689,27.8847,30
97.1804,31.1278,30
121.7481,39.1311,29
121.531,36.913,29
119.3608,34.7519,29
119.176,34.5885,29
113.095,27.8867,29
112.5328,26.9089,29
110.338,19.9969,29
105.8983,26.2481,29
101.7169,26.585,29
87.9897,44.1564,29
117.7275,26.3108,28
110.576,19.9507,28
110.3232,20.0574,28
109.4221,24.299,28
106.631,30.518,28
103.7897,25.5035,28
102.681,25.067,28
100.9817,22.8322,28
91.0834,29.6292,28
121.9769,39.0631,27
114.904,40.8725,27
112.7306,37.7111,27
112.6211,26.8956,27
110.3089,25.2708,27
110.283,20.0053,27
109.4964,18.2681,27
106.7487,26.6343,27
104.8,26.5892,27
103.8,25.5364,27
103.3772,23.3993,27
102.625,24.9624,27
102.5778,24.3694,27
102.5389,24.3702,27
101.7453,26.5017,27
100.2497,26.8802,27
99.1711,25.1328,27
90.9798,29.6588,27
87.4651,43.4569,27
122.19,29.9944,26
118.1569444,24.81805556,26
113.0048,27.9153,26
112.5664,26.9056,26
110.2869,25.2178,26
109.9453,27.5444,26
109.5078,18.2489,26
106.6971,26.5689,26
105.9439,26.2564,26
105.9408,26.2431,26
104.8811,25.0992,26
103.3758,23.3682,26
102.5381,24.339,26
101.9603,30.0475,26
101.68912,26.57098,26
101.5482,25.0441,26
101.538,25.0492,26
100.1542,25.7054,26
88.8876,29.2718,26
88.1267,47.8515,26
125.633,43.55,25
120.225,33.3947,25
116.0781,43.9311,25
111.9975,27.725,25
110.4417,29.315,25
104.2533,23.3594,25
102.821,24.8885,25
102.722,25.0405,25
100.2203,26.8906,25
100.2171,25.5811,25
99.7136,27.8094,25
94.3616,29.6632,25
91.1774,29.6541,25
88.8931,29.2365,25
129.4942,48.4658,24
122.3094,29.9558,24
122.0506,46.0703,24
116.7729,39.5747,24
114.0944,27.4948,24
113.8447,27.6231,24
109.3957,24.3663,24
107.9783,26.5747,24
106.9231,27.6506,24
103.386,23.4168,24
100.2143,26.8576,24
94.3681,29.6376,24
91.7608,29.2313,24
91.0874,29.6475,24
120.156,33.3942,23
116.1042,43.9317,23
112.6197,26.8733,23
109.4108,24.3304,23
109.3886,24.3406,23
106.7164,26.5697,23
105.0822,33.3261,23
102.2218,31.9025,23
124.3419,43.1747,22
121.533,31.2284,22
118.0966,26.6761,22
117.7442,30.8811,22
106.6243,26.6266,22
104.9022,25.0925,22
102.2402,31.8934,22
101.9533,29.9972,22
130.1097,47.3382,21
124.1303,50.4217,21
121.9462,46.0756,21
119.1939,36.7731,21
106.805,26.3003,21
105.9606,26.2611,21
100.8017,22.0225,21
119.0156,25.442,20
114.6369,33.6406,20
106.9222,27.6869,20
102.1755,31.9286,20
97.1809,31.1254,20
118.4828,31.6411,19
117.0083,32.645,19
109.4883,24.3898,19
105.4322,28.8558,19
103.613,31.0283,18
115.9936,29.5867,17
111.9975,27.725,17
109.4839,24.3158,17
109.4761,36.6028,17
108.3411,21.6158,17
106.6856,26.6029,17
118.3094,32.3153,16
112.6194,26.9258,16
112.4876,27.9164,16
108.054,24.6928,16
106.8906,27.6486,16
105.6975,38.843,15
123.011,41.0931,14
116.9896,30.6145,14
114.3389,34.7781,14
110.4144,25.3167,14
108.2134,24.7121,14
106.424,29.8264,14
103.8578,30.0744,14
104.6294,30.1259,13
111.5992,26.4364,12
106.9178,27.72,12
105.7281,34.5814,12
104.6417,28.76389,12
116.3697,23.5353,11
107.8908333,26.53111111,11
104.1113889,30.63,11
130.9817,45.305,10
130.8625,45.8194,10
123.9,41.8594,10
122.9481,41.0833,10
122.062,46.0872,10
122.011,39.617,10
121.989,39.625,10
121.5953,37.3872,10
120.978,31.0935,10
120.773,37.809,10
120.747,37.825,10
120.635,31.17,10
120.399,37.374,10
120.394,37.364,10
120.008,36.283,10
120.005,35.878,10
119.954,30.054,10
119.946,30.049,10
119.941,37.177,10
119.7183,30.2366,10
118.871,28.9664,10
117.897,28.4315,10
117.7206,24.5086,10
117.302,31.7956,10
117.0486,30.5489,10
116.989,36.6872,10
116.7244,23.3633,10
116.3598,27.9639,10
115.9819,36.4978,10
114.2917,36.095,10
113.7383333,22.96583333,10
113.2858,40.0958,10
113.0119,25.8179,10
112.3628,34.6692,10
109.8104,40.6575,10
109.4636,34.493,10
108.1009,24.6967,10
104.9544,26.5506,10
104.6789,28.7989,10
104.4053,31.1167,10
103.009,30.0125,10
102.2311,27.8953,10
88.1214,47.9047,10
80.1161,32.5,10
80.0895,32.5039,10
116.8067,33.8997,120
112.9433,27.8614,120
109.9972,27.5578,120
107.5228,26.2403,120
106.9242,27.7019,120
118.3225,33.9447,120
114.41,22.6342,120
102.749,25.0119,120
